Query_num,Tweet_id,Rank
2,1283905797093761025,0.26846
2,1283850481220104193,0.26846
2,1283626607941476353,0.26766
2,1283730425677066245,0.26766
2,1283600363350679552,0.26766
2,1283613196490768384,0.26766
2,1283840607065186309,0.26766
2,1283572521065943052,0.26766
2,1283858397595676676,0.26766
2,1283580075061981186,0.26766
2,1283608971094274054,0.26766
2,1283775205937082370,0.26766
2,1283802101261328384,0.26766
2,1283862446286032898,0.26766
2,1283593854189436934,0.26766
2,1283768430680780802,0.26766
2,1283592931870416896,0.26766
2,1283705949253963779,0.26766
2,1283630109220536320,0.26766
2,1283562345747415041,0.26766
2,1283776122493308930,0.26766
2,1283862394125590535,0.26766
2,1283868362171396097,0.26766
2,1283897884912562178,0.26766
2,1283792769287421956,0.26766
2,1283759012798963713,0.26766
2,1283574801433600002,0.26766
2,1283584773026279425,0.26766
2,1283793144031490049,0.26408
2,1283580472069693444,0.26258
2,1283885361538768896,0.25725
2,1283816629281984515,0.25709
2,1283762849546985473,0.25709
2,1283911267007074304,0.25495
2,1283766286930128897,0.25388
2,1283881061743763457,0.25172
2,1283887081089986561,0.25004
2,1283733181750018048,0.24895
2,1283605860933984257,0.24634
2,1283619441398493186,0.24138
2,1283562249454587906,0.23897
2,1283587585235996674,0.23173
2,1283660653207515138,0.22687
2,1283671874740748288,0.22029
2,1283890854151753728,0.22008
2,1283864709280735243,0.21977
2,1283891766635016192,0.21969
2,1283564955019685892,0.21967
2,1283799791504433157,0.21757
2,1283894246546628608,0.21504
2,1283669495496810497,0.21053
2,1283595575749947392,0.20916
2,1283664858710409216,0.20515
2,1283795774912950272,0.20077
2,1283568233094828035,0.19835
2,1283576868873146369,0.19835
2,1283764299563962369,0.19835
2,1283681776250941440,0.19835
2,1283566335415529472,0.19835
2,1283856624583614473,0.19656
2,1283571508036632576,0.19652
2,1283884943794417665,0.19652
2,1283597179383422977,0.19652
2,1283565920246476800,0.19652
2,1283579698799419393,0.19652
2,1283581342169481216,0.19652
2,1283564870613585920,0.19652
2,1283593589377957889,0.19652
2,1283647585807486977,0.19652
2,1283571718741618688,0.19638
2,1283868355208806401,0.19441
2,1283582262244773891,0.18844
2,1283869810510749706,0.18663
2,1283734460672991233,0.18651
2,1283882237235212289,0.18529
2,1283887235318734849,0.18526
2,1283557477477265408,0.18523
2,1283905730706317312,0.18507
2,1283894096680157186,0.18187
2,1283593970526957568,0.18127
2,1283882167291072512,0.1812
2,1283804728879529986,0.17891
2,1283898405257871360,0.17866
2,1283820210336800773,0.17785
2,1283795516132917250,0.17785
2,1283761279526752256,0.17785
2,1283717030437412865,0.17785
2,1283692728002449413,0.17785
2,1283830005965836289,0.17785
2,1283829557410201600,0.17785
2,1283682515182653442,0.17785
2,1283594458781515777,0.17773
2,1283555851760881664,0.17773
2,1283781245512699904,0.17696
2,1283778228310728704,0.17509
2,1283624736677941253,0.17428
2,1283603648656764928,0.17425
2,1283776870128005120,0.17391
2,1283744467082780674,0.17227
2,1283829145722642432,0.17208
2,1283869119079735298,0.17208
2,1283831592918618112,0.17208
2,1283824532827058178,0.17208
2,1283870897338605569,0.17208
2,1283891513165062144,0.17089
2,1283786618600644610,0.17062
2,1283836472295141376,0.16965
2,1283823055895060480,0.16965
2,1283603579794853889,0.16752
2,1283575279894491136,0.16747
2,1283711134755954689,0.16642
2,1283586833855610881,0.16606
2,1283820603976417281,0.16403
2,1283599288019247105,0.16403
2,1283657442333687808,0.16403
2,1283593421702279169,0.16403
2,1283738697142276098,0.16403
2,1283783411350401027,0.16389
2,1283789872428457984,0.16389
2,1283591795851628545,0.16336
2,1283912740839370752,0.16324
2,1283833479017443330,0.16319
2,1283824714859847681,0.16319
2,1283857517513187338,0.16319
2,1283806327983095815,0.16319
2,1283867448073170944,0.16319
2,1283821958673489920,0.16319
2,1283794699787153409,0.16243
2,1283818881207791616,0.16154
2,1283801349205852161,0.16131
2,1283705958129111041,0.16127
2,1283888893801226240,0.16124
2,1283837378138968064,0.16124
2,1283885102062346242,0.16124
2,1283697242516279296,0.1604
2,1283787099536101378,0.16006
2,1283675992545009665,0.16
2,1283633102821175297,0.15997
2,1283798091045277699,0.15992
2,1283608462128230402,0.1589
2,1283863455187922944,0.1589
2,1283818719064526848,0.1589
2,1283794439941558278,0.1589
2,1283651729993629698,0.1589
2,1283566940485820416,0.1589
2,1283597952477519875,0.1589
2,1283617042915102720,0.1589
2,1283603424949526528,0.15838
2,1283731369605177344,0.15838
2,1283739910768340995,0.15838
2,1283757952600543233,0.15838
2,1283827789599309824,0.15831
2,1283651977734488064,0.15751
2,1283881128479293440,0.1575
2,1283831005976104962,0.15704
2,1283834340946796544,0.15658
2,1283870619029966849,0.15658
2,1283898600678989824,0.15658
2,1283817277658472450,0.15613
2,1283618245279449088,0.15584
2,1283775329383800832,0.15581
2,1283914306720079873,0.15563
2,1283563884691943427,0.15546
2,1283757522374074370,0.15536
2,1283803993366560775,0.15467
2,1283766980324077570,0.15343
2,1283830332614213632,0.15334
2,1283658529233162240,0.15334
2,1283858849817075724,0.15312
2,1283573646309695488,0.15309
2,1283770882079547396,0.15303
2,1283906537157795841,0.15096
2,1283791643976495105,0.15055
2,1283846189717192704,0.15008
2,1283597959800786950,0.15008
2,1283585932512436225,0.15008
2,1283764287694135296,0.1498
2,1283768698151501825,0.1498
2,1283889796830490624,0.14886
2,1283879370868891654,0.14883
2,1283786761508921351,0.14883
2,1283782801096146945,0.14827
2,1283689795106070531,0.14801
2,1283840118286147585,0.14791
2,1283846762424266752,0.14779
2,1283831547230130178,0.14761
2,1283754047078531072,0.1476
2,1283799685241724930,0.14725
2,1283588907087659009,0.14688
2,1283869260402614274,0.14657
2,1283848002717675520,0.14622
2,1283560112825696256,0.14524
2,1283565160242638848,0.14524
2,1283577139124723714,0.14524
2,1283762686917042178,0.14438
2,1283769014955782144,0.14379
2,1283755767083020294,0.14276
2,1283564434384924676,0.14249
2,1283791495661670403,0.14239
2,1283842854905737216,0.14239
2,1283778591969419270,0.14225
2,1283868362230190082,0.14215
2,1283594789166870528,0.14165
2,1283575010410606593,0.14145
2,1283807074439385088,0.14136
2,1283816261995171844,0.1407
2,1283700488869838848,0.1407
2,1283659774005964800,0.1405
2,1283806354788847617,0.1405
2,1283633726346289152,0.1405
2,1283625310940880896,0.1405
2,1283866781933699072,0.14022
2,1283894751662612481,0.14001
2,1283857936595460100,0.13945
2,1283874803972288512,0.13945
2,1283772270851190789,0.13922
2,1283593879741059073,0.13915
2,1283779148435972097,0.13906
2,1283840534495268866,0.13906
2,1283795720592666630,0.13906
2,1283554330021249025,0.1387
2,1283573727414845446,0.1387
2,1283552950258999296,0.13861
2,1283865234768367621,0.13812
2,1283846638877003777,0.13798
2,1283907457102700544,0.13795
2,1283831839484862464,0.13785
2,1283560692663164929,0.13782
2,1283866831414005761,0.13709
2,1283827853470171141,0.13709
2,1283607144739360768,0.13652
2,1283552428441382913,0.13615
2,1283804158261448710,0.13602
2,1283830504324661248,0.136
2,1283895434327588864,0.13593
2,1283569376696963073,0.13539
2,1283589055469490179,0.13539
2,1283579027744190464,0.13539
2,1283591986633740290,0.13539
2,1283787975680315395,0.13539
2,1283601685567471618,0.13539
2,1283720457204772865,0.13539
2,1283752428991655939,0.13539
2,1283784016122896390,0.13539
2,1283743392573390849,0.13539
2,1283571735246204928,0.13539
2,1283680779478765568,0.13539
2,1283577502603120643,0.13539
2,1283777679733530626,0.13539
2,1283620204866441216,0.13539
2,1283569372662046720,0.13539
2,1283605229964066817,0.13539
2,1283579203263201280,0.13539
2,1283585926904582146,0.13539
2,1283585724969885697,0.13539
2,1283580066513985537,0.13539
2,1283583380152442880,0.13539
2,1283863512419377152,0.13539
2,1283554607872872448,0.13539
2,1283612573464768513,0.13539
2,1283821670868942852,0.13539
2,1283680709186662400,0.13539
2,1283833964692725760,0.13539
2,1283579211182219274,0.13539
2,1283569381163716609,0.13539
2,1283886073874194432,0.13539
2,1283883594558078978,0.13539
2,1283692023208386560,0.13539
2,1283742493075320835,0.13539
2,1283785460679151616,0.13539
2,1283559101302284289,0.13539
2,1283834199787569152,0.13539
2,1283638277594066944,0.13539
2,1283907689878257671,0.13539
2,1283586551390191616,0.13539
2,1283623269346603008,0.13539
2,1283618926384078853,0.13539
2,1283591929838665728,0.13539
2,1283887749934673920,0.13539
2,1283631763991011329,0.13539
2,1283868979057090566,0.13539
2,1283605570306678785,0.13539
2,1283857003828445186,0.13539
2,1283613712113434626,0.13539
2,1283583865714548738,0.13539
2,1283802129077899264,0.13539
2,1283584058597896192,0.13539
2,1283658940182601733,0.13539
2,1283778966764036103,0.13539
2,1283780269615591424,0.13539
2,1283637759844872193,0.13539
2,1283650450500141057,0.13539
2,1283753095462256641,0.13539
2,1283603529236533249,0.13539
2,1283732848395067392,0.13539
2,1283878407764418561,0.13539
2,1283574223341051906,0.13539
2,1283613605162823682,0.13539
2,1283617237493075970,0.13539
2,1283627410701733888,0.13539
2,1283631670541930496,0.13539
2,1283717998566674432,0.13539
2,1283740785926483970,0.13539
2,1283794161238519808,0.13534
2,1283793706043297793,0.13476
2,1283650223143698434,0.13457
2,1283749993007009792,0.13428
2,1283746639535120388,0.13428
2,1283888477977935872,0.13411
2,1283702619035308032,0.13392
2,1283582529635618816,0.1336
2,1283744288753561602,0.13342
2,1283633685988732929,0.13342
2,1283724851207909376,0.13308
2,1283816828754698247,0.13293
2,1283787461630611456,0.13293
2,1283863214627921934,0.13293
2,1283867657230356480,0.13293
2,1283774969617539072,0.13293
2,1283773397617582080,0.13293
2,1283795138683305986,0.13293
2,1283789705574862849,0.13293
2,1283771192940339204,0.13293
2,1283811212732575744,0.13291
2,1283663334084997120,0.13265
2,1283878161424539650,0.13206
2,1283849315782463491,0.13197
2,1283628879282704385,0.13196
2,1283781027870072832,0.13119
2,1283560910817239040,0.13113
2,1283859408875732992,0.13037
2,1283690443709059072,0.13034
2,1283761072764264448,0.13027
2,1283768636746936322,0.13013
2,1283559572494524417,0.13002
2,1283554867613585408,0.12978
2,1283882154766635008,0.12974
2,1283767374487805952,0.12966
2,1283713325025472513,0.12917
2,1283573612499341312,0.12865
2,1283853195983368192,0.12841
2,1283684595335147521,0.12837
2,1283552732452814848,0.12813
2,1283782156351705088,0.128
2,1283634268673998849,0.12737
2,1283773681072697345,0.12737
2,1283578335088357376,0.12737
2,1283816059162759168,0.12737
2,1283788505504677888,0.12723
2,1283668582262378496,0.12691
2,1283581612635168769,0.12682
2,1283703100134522882,0.12625
2,1283804441062158336,0.12562
2,1283779822703894529,0.12531
2,1283884495847002117,0.12531
2,1283762083398660096,0.12531
2,1283848595771396097,0.12531
2,1283761864812515328,0.12531
2,1283790602434416640,0.12531
2,1283809989820387329,0.12531
2,1283757767170428928,0.12531
2,1283807489583128583,0.12531
2,1283820732720373760,0.12531
2,1283902411900362752,0.12531
2,1283786107688230917,0.12531
2,1283804999701626882,0.12531
2,1283696773266014208,0.12523
2,1283590894231461889,0.12517
2,1283624977732780032,0.12514
2,1283620478867746816,0.12514
2,1283593734211244034,0.12471
2,1283792499820167168,0.12418
2,1283762549675028480,0.1241
2,1283876708144353283,0.12394
2,1283869086519308290,0.12344
2,1283775868767264773,0.12273
2,1283752571484753920,0.12258
2,1283896801922150401,0.12214
2,1283891834696028160,0.12197
2,1283832926350630912,0.12156
2,1283818452415926277,0.12156
2,1283654856897527808,0.12139
2,1283819435078320129,0.12139
2,1283757963170115585,0.1211
2,1283895772292022273,0.12038
2,1283788632554459143,0.12038
2,1283802278814715906,0.12038
2,1283783826137706496,0.12038
2,1283747888837918721,0.12038
2,1283893264098177025,0.12038
2,1283885379427414016,0.12027
2,1283778939488526336,0.12021
2,1283864303909527552,0.11987
2,1283721995859816448,0.11958
2,1283855942522527744,0.1192
2,1283562698865815553,0.11885
2,1283684862805684225,0.11869
2,1283800547020029953,0.11832
2,1283738963686174720,0.11822
2,1283715114110275589,0.11788
2,1283801919786541056,0.11785
2,1283746107969941504,0.11785
2,1283784099178713088,0.11785
2,1283873142235189253,0.11785
2,1283853338602242048,0.11757
2,1283909735159300096,0.11748
2,1283855247732084737,0.11728
2,1283555927598211072,0.11708
2,1283768424804626435,0.11703
2,1283556143021862912,0.11681
2,1283836038285127682,0.11681
2,1283868849373278208,0.11664
2,1283799583349444610,0.11664
2,1283770894104563713,0.11654
2,1283649190275538944,0.11642
2,1283826660165509124,0.11637
2,1283817463885508612,0.1162
2,1283803879910539264,0.11583
2,1283673869598023684,0.11583
2,1283906474801070080,0.11531
2,1283573005424025600,0.11529
2,1283562691127324672,0.11508
2,1283845074862907392,0.11501
2,1283900779384827905,0.11496
2,1283902213572763649,0.11489
2,1283902007611359240,0.11489
2,1283913243480793089,0.11489
2,1283721714917048322,0.11487
2,1283577546316152834,0.11479
2,1283604175356657669,0.11479
2,1283851442034479114,0.11479
2,1283858822109569027,0.11454
2,1283783204328157188,0.11431
2,1283838072937828352,0.1142
2,1283806690396246017,0.1139
2,1283805209312010242,0.11373
2,1283759042985426945,0.11326
2,1283774018248601601,0.11326
2,1283702556871593984,0.11304
2,1283817811173765120,0.11286
2,1283770990246326274,0.11229
2,1283771351497670656,0.11215
2,1283790838380793856,0.11199
2,1283799751549431809,0.11199
2,1283862114843664394,0.11199
2,1283764459375341570,0.11199
2,1283771730134216712,0.11199
2,1283569162535800832,0.11196
2,1283849444560187394,0.11196
2,1283797986452144129,0.11191
2,1283779030022529031,0.11187
2,1283680532346187778,0.11185
2,1283730802618929155,0.1105
2,1283881124599603202,0.11048
2,1283841053343260672,0.11044
2,1283781327578423296,0.1104
2,1283865334907383810,0.11031
2,1283584242492956673,0.11021
2,1283822759471177728,0.11021
2,1283666423810859008,0.11021
2,1283648722266660864,0.11021
2,1283575579866992641,0.11021
2,1283888953821724672,0.11021
2,1283762798766575623,0.11021
2,1283803933396422658,0.11021
2,1283818029667811332,0.11021
2,1283788764691611650,0.11021
2,1283725979765047298,0.11021
2,1283774160393564160,0.11021
2,1283656746804936705,0.11021
2,1283791234000130048,0.11021
2,1283707491763855360,0.11021
2,1283591350940729346,0.11021
2,1283633936787267584,0.11021
2,1283648285865963520,0.11021
2,1283665624799961091,0.11021
2,1283608632245080065,0.11021
2,1283726070383083521,0.1099
2,1283790413690802176,0.10989
2,1283726228780793857,0.10969
2,1283798870946799616,0.10965
2,1283653605371904006,0.10953
2,1283788568763068416,0.10928
2,1283567165975736320,0.10883
2,1283743827602243584,0.10864
2,1283898803448315905,0.10788
2,1283855753795837953,0.1077
2,1283715926630830080,0.10728
2,1283785980818808833,0.10721
2,1283790796475383809,0.10664
2,1283782040291246080,0.10648
2,1283825733207564290,0.10646
2,1283798643753881600,0.10634
2,1283736423066218496,0.1062
2,1283905920783781889,0.1062
2,1283743399594455041,0.1062
2,1283742172416794624,0.1062
2,1283767282750103554,0.1062
2,1283832503082647552,0.10608
2,1283758071240687616,0.10603
2,1283825119962337281,0.10598
2,1283710338609942530,0.10596
2,1283886085286834182,0.10587
2,1283860284025774081,0.10581
2,1283844654014791681,0.10581
2,1283817450845470721,0.10581
2,1283821455969574912,0.10581
2,1283732334160879616,0.10581
2,1283817221698064386,0.10581
2,1283907333509115905,0.10581
2,1283819568604106755,0.10581
2,1283805433355018242,0.10581
2,1283861246702280704,0.10581
2,1283827260760432643,0.10581
2,1283788280803147776,0.10581
2,1283882210467016704,0.10581
2,1283793441936355336,0.10581
2,1283573426754670593,0.10574
2,1283612141090562048,0.10561
2,1283804008910479360,0.10553
2,1283741314589302785,0.10545
2,1283869593451278336,0.10517
2,1283828580946808832,0.10514
2,1283624695565365248,0.10491
2,1283905940857782272,0.10456
2,1283775484854251520,0.10444
2,1283885006767751175,0.10444
2,1283914281843556354,0.10444
2,1283799010776473601,0.10395
2,1283796497654583296,0.10384
2,1283819757712670721,0.10383
2,1283712091942080512,0.10357
2,1283905402976047105,0.10357
2,1283568090874339330,0.10345
2,1283634249258524672,0.10339
2,1283566281627701248,0.10296
2,1283793096388444160,0.10278
2,1283867900802207746,0.10269
2,1283902267112992775,0.10261
2,1283644281748480000,0.1026
2,1283790924045152256,0.10259
2,1283801789255442439,0.10231
2,1283638604800184320,0.10139
2,1283792887461945346,0.10139
2,1283745789102170113,0.10093
2,1283661213000364032,0.10031
2,1283813756070293504,0.09961
2,1283774834464481288,0.0995
2,1283798870024048641,0.09937
2,1283903796997832710,0.09932
2,1283871952164335619,0.09919
2,1283859957536956425,0.09905
2,1283831129016078339,0.09905
2,1283773229631524865,0.09895
2,1283787830351798273,0.09875
2,1283794541930307585,0.09875
2,1283810250827726853,0.09875
2,1283800564879331329,0.09875
2,1283855783248015361,0.0986
2,1283887042821328897,0.09846
2,1283753992414048257,0.09813
2,1283862013136056321,0.09803
2,1283575200563552257,0.09796
2,1283813256943943680,0.09777
2,1283884468231643136,0.09759
2,1283618319808057344,0.09744
2,1283883474143916033,0.09743
2,1283873107246231552,0.09743
2,1283760000272408578,0.09708
2,1283623392785113089,0.09684
2,1283855359208312833,0.09683
2,1283796232834445312,0.09671
2,1283622042244222976,0.09671
2,1283790166663073793,0.09671
2,1283739687262265345,0.09671
2,1283754541788336128,0.09671
2,1283878059767205888,0.09671
2,1283827179055390720,0.09671
2,1283675520064827395,0.09653
2,1283750205297496064,0.09644
2,1283677018811330561,0.09635
2,1283819226571190273,0.09591
2,1283853933408972800,0.09578
2,1283754072231882754,0.09541
2,1283604193605857280,0.09538
2,1283887003767996417,0.09536
2,1283913917471784960,0.09526
2,1283830111314354176,0.09483
2,1283788591202803712,0.0948
2,1283609495818493952,0.09475
2,1283642196714041344,0.0946
2,1283730516110446593,0.0946
2,1283738450919739393,0.09458
2,1283790315124662275,0.09424
2,1283839507868061696,0.09418
2,1283605457274372096,0.0941
2,1283911731333541891,0.09401
2,1283564655789723649,0.09384
2,1283891488695488519,0.09335
2,1283892106285776897,0.09326
2,1283787952586358786,0.09302
2,1283818407188746247,0.09294
2,1283755823638827008,0.09284
2,1283768323734306816,0.09284
2,1283755538031894529,0.09284
2,1283808507117043715,0.09265
2,1283896732745687040,0.09258
2,1283894515921825792,0.09237
2,1283891588385644544,0.09237
2,1283746222658867202,0.09237
2,1283801123678289922,0.09237
2,1283775497504280577,0.09237
2,1283684341114175488,0.09234
2,1283745417352474624,0.09217
2,1283855772665831424,0.09205
2,1283816363438612481,0.09194
2,1283859497157566476,0.09194
2,1283906808172576768,0.09194
2,1283796621407318016,0.09194
2,1283831209773215744,0.09194
2,1283895249518170114,0.09194
2,1283708844363976704,0.09194
2,1283847285403615232,0.09194
2,1283846264325582849,0.09194
2,1283912377633669120,0.09194
2,1283860538972413952,0.09194
2,1283911895465054208,0.09194
2,1283581273974415363,0.09179
2,1283713577237409795,0.09176
2,1283775664265367552,0.09126
2,1283774681380790273,0.09079
2,1283635641327083520,0.09062
2,1283565188902420481,0.09047
2,1283742826837286914,0.09042
2,1283730893903851522,0.09033
2,1283729525826711554,0.09028
2,1283839481259278336,0.0902
2,1283720899653521408,0.09003
2,1283879665497767936,0.08981
2,1283613571310592000,0.08971
2,1283641005435244544,0.08956
2,1283868846399651840,0.08937
2,1283841039904714757,0.08932
2,1283910070959472642,0.08929
2,1283705500006264832,0.08926
2,1283823173037895680,0.0892
2,1283804918231359490,0.08919
2,1283764964449230849,0.08914
2,1283600157913694208,0.08881
2,1283784463546150913,0.08874
2,1283597362330468352,0.08861
2,1283587065888874497,0.08844
2,1283806612659068930,0.08811
2,1283852834728030208,0.08804
2,1283604146810224640,0.088
2,1283717755078926336,0.088
2,1283642551480836096,0.08793
2,1283738356460015616,0.08778
2,1283854830818275329,0.08778
2,1283600633489174529,0.08755
2,1283895703236866048,0.08749
2,1283883636715126784,0.08749
2,1283832321746120704,0.0872
2,1283591465541627904,0.08711
2,1283581807619903488,0.08711
2,1283568400069996545,0.08711
2,1283652354361954304,0.08711
2,1283620303390806018,0.08706
2,1283609508892246021,0.08702
2,1283673803688562689,0.08665
2,1283856442399825929,0.08662
2,1283778339174412291,0.08661
2,1283871675705102340,0.08652
2,1283820100731260929,0.08638
2,1283845588107300865,0.0862
2,1283799332437676032,0.08611
2,1283648047373627392,0.08591
2,1283808017218183169,0.08578
2,1283850698245865472,0.08573
2,1283799202447921155,0.08573
2,1283800475175915526,0.08552
2,1283622490036527104,0.08546
2,1283759352743157763,0.08533
2,1283806248438202372,0.08519
2,1283816863118417920,0.08486
2,1283861407310675968,0.08444
2,1283791914660225024,0.08423
2,1283776384532230149,0.08391
2,1283779875552321536,0.08391
2,1283803520777498625,0.08388
2,1283889164115513344,0.08386
2,1283703751790874626,0.08375
2,1283605774447661057,0.08352
2,1283715597394534401,0.08351
2,1283771531877912576,0.0832
2,1283844766728441857,0.0832
2,1283879893261066240,0.0832
2,1283800386533421056,0.0832
2,1283769979339448321,0.0832
2,1283827766497091584,0.0832
2,1283586753215860737,0.08303
2,1283814671733137408,0.0829
2,1283836074893221892,0.08276
2,1283905688071221249,0.08266
2,1283653741305040899,0.08264
2,1283902875236569089,0.08254
2,1283847452567785473,0.08228
2,1283755981541904386,0.0822
2,1283906994156560389,0.0821
2,1283841788067880960,0.0818
2,1283786521078829058,0.08167
2,1283834547768111110,0.08159
2,1283781012351332353,0.08135
2,1283811002698653698,0.0813
2,1283781912671203328,0.08124
2,1283578545776799744,0.08106
2,1283571747665719296,0.08087
2,1283815096754622464,0.08077
2,1283847781405384705,0.08068
2,1283618926543478785,0.08068
2,1283780350062268422,0.08068
2,1283820806175363072,0.08062
2,1283813727435919361,0.08062
2,1283588494275817477,0.08014
2,1283868358366998528,0.07995
2,1283790445496197125,0.07989
2,1283649014756454400,0.07988
2,1283849960904163330,0.07982
2,1283684989155135488,0.07967
2,1283851248870068225,0.0796
2,1283592788702040067,0.07951
2,1283747037603717120,0.07951
2,1283752485836992513,0.07943
2,1283667236893241344,0.07938
2,1283655048136802304,0.07937
2,1283834189683597313,0.07929
2,1283832305992245248,0.07913
2,1283603691040210944,0.0791
2,1283610921710034946,0.07897
2,1283806093026529281,0.07876
2,1283901439912402944,0.07876
2,1283835915920707585,0.07876
2,1283803610858610688,0.07876
2,1283795319935823873,0.07876
2,1283862231101259776,0.07872
2,1283641465533607936,0.07855
2,1283744966859268098,0.07853
2,1283755809139113989,0.07847
2,1283846482664271875,0.07839
2,1283668269967093761,0.07836
2,1283895976667705344,0.07835
2,1283590894793285633,0.07832
2,1283720740467101704,0.07832
2,1283672747013476352,0.07832
2,1283583857875472389,0.07832
2,1283589586611056641,0.07832
2,1283837501917069312,0.07813
2,1283820086701305856,0.07811
2,1283595677117734912,0.0781
2,1283899014337855489,0.07806
2,1283797743727771648,0.0779
2,1283619120605474816,0.07782
2,1283704982462660608,0.07781
2,1283583336233852929,0.07753
2,1283561912563900418,0.07746
2,1283896012981956608,0.07746
2,1283869303599771665,0.07732
2,1283693731892178944,0.07715
2,1283831027765583873,0.07637
2,1283744341064851463,0.07633
2,1283870592945577989,0.07621
2,1283829017548861440,0.07616
2,1283675312769966080,0.07606
2,1283859574290821121,0.07605
2,1283763099166814208,0.07602
2,1283762034883137536,0.07599
2,1283769807675031552,0.07597
2,1283843371056889859,0.07588
2,1283622821139185668,0.07564
2,1283792108135100416,0.07556
2,1283817900344737795,0.07546
2,1283742859431157761,0.07544
2,1283734515748405250,0.07532
2,1283608630961504256,0.07529
2,1283559575090868225,0.07528
2,1283630210559156224,0.07525
2,1283678208752259072,0.07513
2,1283727543321989120,0.07511
2,1283647130863902721,0.07499
2,1283583532200275968,0.07487
2,1283645076858638337,0.07484
2,1283668540633935872,0.07483
2,1283692076362878976,0.07476
2,1283771535724077056,0.07462
2,1283850904538685440,0.0746
2,1283793738582462466,0.07453
2,1283851230670811136,0.07426
2,1283832942817681417,0.0741
2,1283592935129313280,0.07401
2,1283830644204699648,0.07395
2,1283768989886238723,0.07392
2,1283722349741842433,0.07363
2,1283742483625672706,0.07357
2,1283902304958255107,0.07353
2,1283741543875194885,0.07345
2,1283899465489940481,0.07343
2,1283603086410428417,0.07335
2,1283613462443122690,0.07333
2,1283598343030149120,0.07333
2,1283593280014483457,0.07333
2,1283625295937802241,0.07333
2,1283742469058777089,0.0732
2,1283787960182284288,0.07311
2,1283815205240279042,0.07311
2,1283743084665339904,0.07303
2,1283792460137877505,0.07295
2,1283865234751406080,0.07295
2,1283787070700269568,0.07293
2,1283839734834319360,0.07285
2,1283761321020882944,0.07273
2,1283555777937113088,0.0727
2,1283900670052106242,0.07262
2,1283681611234541568,0.0726
2,1283580281635639296,0.07259
2,1283810459930382336,0.07247
2,1283886049769340928,0.07239
2,1283812436689276929,0.07238
2,1283879710292938753,0.0722
2,1283639068492996609,0.07219
2,1283800262755459072,0.07218
2,1283888038226145282,0.07216
2,1283808679922266117,0.07207
2,1283889463014428673,0.07205
2,1283628551992864769,0.07193
2,1283854938653839363,0.07175
2,1283895737793810433,0.07157
2,1283733122912329728,0.0715
2,1283822837401374720,0.07139
2,1283900506528788482,0.07133
2,1283825533118066688,0.07131
2,1283575812697071618,0.07121
2,1283880833674350599,0.07102
2,1283887233867689986,0.07096
2,1283910188387438593,0.0709
2,1283640231930077186,0.0709
2,1283908050840096769,0.07076
2,1283609530375434242,0.07066
2,1283656994222747649,0.07062
2,1283898850483339266,0.07061
2,1283836639547187200,0.0706
2,1283803441068990464,0.0706
2,1283757934829330434,0.07055
2,1283889510930145286,0.07052
2,1283612687457562624,0.07031
2,1283664384800296960,0.07008
2,1283790377334562825,0.07004
2,1283845645586108422,0.06994
2,1283730192498929667,0.0699
2,1283844890271473664,0.06987
2,1283664863819112448,0.06987
2,1283563624678617094,0.06962
2,1283721533077303297,0.06952
